Site,ServerName,IP address,Update Status,Update Date
GICT,WinAppServer115,90.29.169.221,true,23-12-2023
GICT,WinAppDB5,17.30.58.89,true,17-06-2023
RND,WinAppServer115,195.92.68.21,true,13-10-2024
GICT,WinAD4,54.83.160.166,true,05-03-2024
PGMSB,WinAppServer115,188.193.7.184,true,19-08-2024
GICT,WinAD4,177.184.250.136,true,09-05-2023
PGMSB,WinAppDB5,177.124.127.240,true,17-08-2024
GICT,WinAppServer115,147.176.189.6,true,18-06-2024
GICT,WinAppServer1,40.12.71.199,true,28-06-2023
PGMSB,WinAppDB5,188.188.161.81,false,17-03-2023
GICT,WinAD4,198.47.117.195,true,06-12-2024
RND,WinAppServer10,192.143.166.202,false,17-06-2023
GICT,WinAppServer1,213.126.4.224,false,15-11-2023
GICT,WinAppServer3,169.97.133.222,true,31-07-2024
RND,WinAD4,68.216.8.157,false,11-06-2024
GICT,WinAppServer3,196.24.227.213,true,28-06-2024
PGMSB,WinAppServer10,99.174.45.5,false,13-07-2023
PGMSB,WinAppServer1,122.212.233.128,false,21-04-2024
RND,WinAppServer3,242.219.206.23,true,24-08-2023
RND,WinAppServer115,193.78.114.149,true,29-10-2024
GICT,WinAppServer10,87.238.114.23,true,28-09-2024
RND,WinAppServer3,176.166.4.188,false,30-05-2024
PGMSB,WinAppServer1,58.28.183.222,false,06-06-2023
PGMSB,WinAppServer10,23.89.17.196,true,24-03-2023
GICT,WinAppServer3,38.82.241.176,true,15-04-2024
RND,WinAD4,27.102.26.204,false,28-11-2024
GICT,WinAppServer3,164.195.89.80,false,24-04-2024
PGMSB,WinAppServer115,68.242.101.93,false,07-12-2024
GICT,WinAppServer3,247.118.236.205,true,16-08-2024
PGMSB,WinAppServer10,2.214.132.38,true,17-02-2024
GICT,WinAppDB5,148.112.87.38,false,12-02-2024
GICT,WinAppServer1,144.248.47.189,true,13-05-2023
GICT,WinAppServer10,245.193.179.142,false,12-05-2024
GICT,WinAppServer1,204.45.201.245,true,28-12-2023
GICT,WinAppServer115,178.229.17.26,true,06-05-2023
PGMSB,WinAppServer3,121.57.231.4,false,17-08-2023
PGMSB,WinAD4,69.4.186.57,false,13-11-2024
RND,WinAppServer1,186.201.11.57,false,16-01-2024
PGMSB,WinAD4,35.66.229.248,true,22-11-2024
GICT,WinAD4,155.239.105.30,true,05-01-2023
GICT,WinAppServer115,203.196.169.61,true,15-06-2023
GICT,WinAD4,96.32.72.170,true,07-01-2024
RND,WinAD4,84.65.110.185,false,16-06-2024
PGMSB,WinAppServer115,24.13.239.21,true,16-05-2024
RND,WinAppDB5,137.19.237.0,true,27-02-2023
RND,WinAppServer115,220.30.9.16,true,30-06-2023
PGMSB,WinAppServer115,117.150.144.98,true,23-04-2024
GICT,WinAppDB5,66.39.191.225,false,04-03-2024
PGMSB,WinAppServer10,158.62.51.5,true,16-12-2023
PGMSB,WinAppServer115,209.159.98.196,true,23-08-2023
GICT,WinAppServer1,250.219.31.115,false,23-09-2024
RND,WinAppDB5,175.112.114.52,false,26-03-2024
PGMSB,WinAppServer10,169.90.117.13,false,28-11-2023
PGMSB,WinAppDB5,201.194.139.177,false,04-11-2023
GICT,WinAppServer1,16.87.124.1,false,23-04-2023
PGMSB,WinAppServer1,60.55.150.187,false,19-07-2024
PGMSB,WinAppServer115,34.188.9.187,true,31-01-2024
GICT,WinAppServer1,213.52.49.193,true,08-06-2024
GICT,WinAppServer115,64.177.211.183,true,09-10-2024
PGMSB,WinAD4,213.190.144.50,true,10-03-2024
RND,WinAppServer3,55.72.244.78,true,06-11-2023
GICT,WinAppServer115,65.177.178.241,true,02-05-2023
GICT,WinAppServer1,49.151.16.138,true,28-12-2023
PGMSB,WinAppServer115,35.247.157.65,false,07-06-2023
GICT,WinAppDB5,173.169.11.199,true,19-09-2024
GICT,WinAppServer1,221.23.115.117,true,02-09-2023
GICT,WinAppServer3,44.213.172.134,false,18-12-2023
PGMSB,WinAppServer3,49.104.86.151,true,26-07-2023
RND,WinAD4,20.224.10.167,false,25-02-2024
GICT,WinAppServer115,99.249.199.243,true,15-01-2023
GICT,WinAppDB5,141.92.160.80,false,11-07-2024
GICT,WinAppDB5,229.61.82.246,true,02-07-2024
GICT,WinAppDB5,198.162.90.199,false,22-10-2024
PGMSB,WinAppServer115,108.224.12.0,true,29-10-2024
GICT,WinAD4,76.189.181.26,false,07-01-2023
GICT,WinAppServer1,5.188.197.198,false,18-12-2024
GICT,WinAppServer1,93.95.151.227,true,20-12-2024
GICT,WinAppServer3,220.141.51.75,false,07-01-2024
PGMSB,WinAppServer1,8.105.66.151,true,08-08-2023
GICT,WinAD4,59.134.20.11,false,09-08-2024
PGMSB,WinAppServer3,205.239.184.188,false,29-08-2024
GICT,WinAppServer3,32.116.52.198,true,02-06-2024
RND,WinAppServer1,160.132.39.227,true,23-02-2023
GICT,WinAppServer10,240.81.182.53,true,21-08-2024
PGMSB,WinAppDB5,244.107.155.202,false,18-03-2023
PGMSB,WinAD4,224.99.33.71,true,08-11-2024
PGMSB,WinAppServer10,65.31.241.164,false,05-10-2024
GICT,WinAppServer115,202.62.79.76,false,02-11-2024
PGMSB,WinAppServer115,14.13.134.86,false,20-05-2024
GICT,WinAppServer115,144.58.46.145,true,27-07-2024
GICT,WinAD4,90.42.225.42,true,07-05-2024
GICT,WinAppDB5,131.92.6.73,true,21-11-2024
RND,WinAppDB5,236.60.38.163,true,15-07-2023
PGMSB,WinAppServer3,214.129.104.247,true,12-01-2023
GICT,WinAppServer115,36.38.252.58,true,15-06-2023
RND,WinAppServer3,233.183.5.25,true,13-12-2023
PGMSB,WinAppServer1,91.15.201.105,false,08-06-2023
GICT,WinAppServer115,165.97.70.232,false,27-11-2024
GICT,WinAD4,42.150.78.50,true,05-10-2024
PGMSB,WinAD4,149.63.157.72,false,11-11-2024
PGMSB,WinAppServer10,126.74.183.103,true,24-08-2023
PGMSB,WinAppServer10,165.29.237.89,true,17-02-2023
PGMSB,WinAppServer10,70.244.160.64,false,28-04-2023
GICT,WinAppServer3,163.114.131.181,true,28-04-2024
PGMSB,WinAD4,228.159.6.98,false,28-09-2023
GICT,WinAppDB5,181.133.84.203,false,07-01-2023
RND,WinAppServer1,37.5.14.5,false,16-06-2023
GICT,WinAppDB5,170.173.179.122,true,27-07-2024
GICT,WinAppServer115,29.61.11.47,false,17-05-2023
GICT,WinAppServer10,242.5.201.136,false,10-05-2023
PGMSB,WinAppServer3,144.80.234.227,true,25-11-2024
GICT,WinAppServer115,74.49.57.167,true,25-12-2023
PGMSB,WinAppServer3,107.110.225.166,false,03-09-2024
PGMSB,WinAppServer115,55.55.136.62,false,13-08-2024
PGMSB,WinAppServer115,193.239.86.222,false,23-03-2023
RND,WinAppDB5,218.213.102.129,true,24-08-2023
RND,WinAppServer3,233.16.134.222,false,17-07-2023
GICT,WinAppServer1,28.41.48.71,true,04-08-2024
PGMSB,WinAppServer10,98.80.77.53,true,23-08-2024
GICT,WinAppServer1,160.65.89.131,true,09-07-2024
PGMSB,WinAppServer115,139.240.232.237,true,26-08-2023
GICT,WinAppServer3,136.103.106.44,false,11-01-2024
GICT,WinAppDB5,234.220.48.46,false,25-05-2024
RND,WinAD4,224.130.115.247,false,02-10-2023
RND,WinAppDB5,253.133.14.111,false,25-08-2024
GICT,WinAppServer3,17.64.181.108,false,17-02-2023
GICT,WinAppServer1,138.150.159.250,false,09-08-2024
PGMSB,WinAppServer3,53.44.232.75,true,25-09-2023
GICT,WinAppDB5,22.201.44.187,true,06-04-2024
PGMSB,WinAppServer3,100.245.102.114,false,10-07-2023
PGMSB,WinAppDB5,105.255.111.63,false,25-06-2023
PGMSB,WinAppServer10,11.159.22.58,true,15-07-2024
RND,WinAppDB5,189.250.35.152,false,05-12-2024
RND,WinAppServer1,139.147.191.129,false,05-03-2023
PGMSB,WinAppServer115,41.107.130.228,true,14-12-2024
GICT,WinAD4,1.15.160.110,true,16-03-2024
GICT,WinAppServer1,18.185.147.163,true,25-12-2024
PGMSB,WinAppServer1,212.98.0.60,true,22-04-2024
GICT,WinAppDB5,252.191.22.138,false,13-01-2024
PGMSB,WinAppServer1,110.204.67.96,true,20-10-2024
PGMSB,WinAppServer1,85.84.248.161,true,17-07-2023
PGMSB,WinAppServer3,56.6.48.175,true,19-07-2024
RND,WinAppDB5,240.147.177.198,false,02-05-2023
GICT,WinAD4,237.149.120.75,true,10-05-2024
GICT,WinAD4,169.97.181.213,true,02-10-2023
GICT,WinAppServer1,224.153.203.211,true,24-01-2023
RND,WinAppServer115,145.58.103.186,true,05-11-2024
PGMSB,WinAppServer1,17.34.55.59,true,06-03-2024
GICT,WinAppDB5,174.160.5.146,true,24-10-2024
GICT,WinAD4,247.12.128.219,false,23-05-2024
GICT,WinAD4,148.241.170.84,true,13-10-2023
RND,WinAppServer3,4.215.78.92,true,07-10-2023
PGMSB,WinAppServer115,7.124.73.47,true,28-12-2023
GICT,WinAppServer1,8.205.197.26,false,03-01-2024
RND,WinAppServer10,55.126.94.62,true,23-08-2023
PGMSB,WinAD4,240.29.121.130,true,09-05-2024
PGMSB,WinAppServer10,100.150.31.76,true,10-04-2023
PGMSB,WinAppServer115,80.138.40.22,false,05-04-2024
GICT,WinAppServer10,54.94.19.11,false,14-09-2024
PGMSB,WinAppServer115,184.14.225.242,false,11-07-2023
PGMSB,WinAppServer115,67.151.205.240,true,20-08-2024
PGMSB,WinAppServer115,221.106.254.210,true,11-07-2024
PGMSB,WinAppServer3,110.40.159.55,true,24-05-2023
PGMSB,WinAD4,103.82.237.222,false,12-05-2024
RND,WinAppServer10,114.98.151.41,false,08-08-2024
GICT,WinAppServer115,212.48.229.174,false,21-11-2024
GICT,WinAD4,250.205.198.102,false,29-08-2023
GICT,WinAppServer115,177.16.63.75,true,09-08-2023
PGMSB,WinAppServer115,244.199.221.243,false,22-09-2023
GICT,WinAppServer3,222.248.181.163,true,14-04-2023
GICT,WinAppServer115,230.198.96.171,false,14-10-2023
GICT,WinAppServer3,154.29.221.96,false,27-12-2024
PGMSB,WinAppServer1,33.198.42.157,true,18-11-2024
PGMSB,WinAppServer115,81.171.36.172,true,06-12-2024
PGMSB,WinAppServer3,75.93.18.218,false,24-02-2024
GICT,WinAD4,13.61.242.242,true,30-03-2024
GICT,WinAppServer115,58.9.238.55,false,04-08-2024
PGMSB,WinAppServer3,0.36.76.243,true,18-09-2024
PGMSB,WinAD4,155.144.254.145,true,17-04-2024
PGMSB,WinAppDB5,179.30.39.249,true,19-01-2024
GICT,WinAppServer115,183.48.141.50,true,15-04-2023
RND,WinAppServer1,126.175.194.197,false,12-12-2023
PGMSB,WinAppDB5,23.94.30.173,true,25-03-2023
GICT,WinAppServer3,45.182.161.58,true,15-12-2023
GICT,WinAppServer1,237.192.189.34,false,13-01-2023
GICT,WinAppServer3,81.160.98.102,true,04-01-2024
GICT,WinAppServer3,108.240.29.12,true,15-11-2023
PGMSB,WinAppDB5,55.116.212.29,false,16-09-2023
GICT,WinAppServer10,58.5.133.173,true,22-05-2024
PGMSB,WinAppServer1,1.107.84.95,false,02-08-2024
PGMSB,WinAppDB5,160.146.209.153,false,10-10-2023
PGMSB,WinAppServer3,119.47.199.206,true,03-08-2024
GICT,WinAppServer10,188.78.204.192,true,06-03-2024
GICT,WinAppServer10,109.169.255.28,false,01-10-2023
PGMSB,WinAD4,82.68.238.157,true,23-08-2024
RND,WinAppServer115,161.173.228.29,true,30-07-2024
GICT,WinAppDB5,228.166.191.36,false,31-05-2024
RND,WinAppServer1,143.173.250.248,true,18-06-2023
PGMSB,WinAppServer10,9.235.53.156,false,08-05-2024
PGMSB,WinAppDB5,20.59.70.180,true,08-03-2023
RND,WinAppDB5,134.24.206.32,false,02-10-2023
GICT,WinAppServer1,151.122.185.243,false,10-12-2024
PGMSB,WinAppServer3,136.87.37.93,true,10-08-2023
GICT,WinAD4,105.53.191.252,true,12-04-2023
PGMSB,WinAppServer115,195.34.222.42,false,11-06-2023
PGMSB,WinAppServer3,8.44.73.234,false,20-07-2023
PGMSB,WinAppDB5,127.219.234.111,true,26-03-2023
RND,WinAppServer10,75.196.162.250,true,14-04-2023
RND,WinAD4,201.240.141.23,false,14-12-2024
GICT,WinAppServer1,145.32.94.130,false,29-05-2023
PGMSB,WinAppDB5,110.202.207.241,false,14-03-2023
GICT,WinAppServer115,8.41.35.102,false,19-05-2024
PGMSB,WinAppServer115,1.54.66.209,true,03-10-2023
GICT,WinAppServer1,174.67.203.161,false,05-01-2023
PGMSB,WinAppServer115,149.239.130.232,true,01-08-2023
GICT,WinAppServer3,47.57.204.114,true,13-09-2024
GICT,WinAppDB5,65.144.255.81,true,26-07-2023
RND,WinAppServer1,70.179.84.231,true,17-04-2023
PGMSB,WinAD4,213.137.152.62,true,06-11-2024
PGMSB,WinAppServer1,141.30.64.98,true,12-02-2024
RND,WinAppServer3,154.55.89.241,false,22-08-2023
PGMSB,WinAppServer1,94.207.195.4,false,18-06-2023
PGMSB,WinAppDB5,102.222.150.59,true,28-06-2024
PGMSB,WinAppDB5,226.89.53.95,true,16-01-2023
PGMSB,WinAppServer10,61.70.47.24,true,03-07-2024
GICT,WinAppServer115,41.153.215.59,true,12-02-2023
RND,WinAppServer1,42.200.90.156,true,23-12-2024
GICT,WinAppServer3,240.169.212.40,true,22-09-2024
GICT,WinAppServer115,197.190.166.7,true,02-11-2023
GICT,WinAppDB5,47.46.244.78,true,10-02-2023
PGMSB,WinAppServer1,15.224.65.194,true,14-03-2023
PGMSB,WinAppDB5,159.218.28.119,true,15-01-2023
RND,WinAppServer1,201.87.94.252,false,17-07-2024
GICT,WinAppServer1,162.237.205.89,true,19-07-2023
GICT,WinAppServer10,230.211.136.9,true,04-04-2024
GICT,WinAD4,97.164.102.243,true,17-04-2023
PGMSB,WinAppServer115,147.219.194.227,true,24-03-2023
GICT,WinAppServer115,65.254.53.246,true,12-04-2024
RND,WinAppServer115,153.19.228.11,true,15-09-2024
PGMSB,WinAD4,32.50.136.120,true,21-01-2023
RND,WinAppDB5,46.228.68.20,true,05-04-2023
GICT,WinAppServer115,202.57.74.96,false,11-11-2024
GICT,WinAppServer115,113.13.198.76,true,14-04-2024
GICT,WinAppServer1,0.212.204.114,false,29-12-2024
GICT,WinAppServer1,42.64.15.187,true,10-01-2024
GICT,WinAppServer10,15.105.172.137,false,06-11-2023
GICT,WinAppServer115,89.129.42.59,false,22-02-2023
GICT,WinAppServer1,236.8.203.150,false,10-11-2023
GICT,WinAppDB5,15.12.191.46,true,24-05-2024
PGMSB,WinAppServer3,2.147.88.151,false,06-03-2024
GICT,WinAD4,22.31.238.149,true,23-10-2024
GICT,WinAppServer1,11.130.234.46,false,04-07-2023
GICT,WinAppServer10,184.56.12.193,false,28-06-2023
GICT,WinAppServer3,27.134.84.242,true,14-04-2024
RND,WinAppDB5,95.12.160.145,true,16-11-2023
RND,WinAppServer115,185.145.42.110,true,17-04-2024
PGMSB,WinAD4,41.231.50.236,true,10-05-2024
PGMSB,WinAppServer10,152.209.97.90,false,04-07-2023
PGMSB,WinAppServer10,103.250.98.23,true,17-03-2024
GICT,WinAppServer3,62.17.33.63,true,12-02-2024
RND,WinAppServer115,101.30.250.167,true,16-05-2023
GICT,WinAppDB5,104.208.71.211,false,13-06-2024
GICT,WinAppDB5,55.2.67.194,true,06-11-2023
GICT,WinAppServer115,65.161.116.180,false,21-07-2024
GICT,WinAppServer1,91.124.128.158,true,19-10-2024
GICT,WinAD4,83.44.205.145,true,22-11-2023
GICT,WinAppServer1,118.239.165.146,true,11-07-2023
GICT,WinAppDB5,212.119.164.218,false,14-12-2024
PGMSB,WinAppServer115,216.132.73.45,true,25-06-2023
PGMSB,WinAppServer115,134.67.20.94,true,01-10-2023
PGMSB,WinAppDB5,100.89.66.147,false,04-12-2024
RND,WinAppDB5,12.128.54.67,false,17-09-2023
RND,WinAppServer3,239.60.44.109,true,24-05-2023
GICT,WinAppServer1,238.49.43.211,true,24-10-2024
GICT,WinAppServer115,108.130.19.36,false,16-09-2023
PGMSB,WinAppServer3,233.179.202.3,true,23-12-2024
RND,WinAppServer115,43.155.44.207,false,05-07-2023
PGMSB,WinAppServer3,70.107.65.245,false,24-10-2024
GICT,WinAppServer1,67.208.126.8,false,12-12-2023
PGMSB,WinAppServer3,66.224.60.178,true,15-02-2023
PGMSB,WinAppServer3,206.145.201.252,true,14-11-2024
GICT,WinAppServer1,93.161.75.25,false,19-05-2024
GICT,WinAppDB5,33.94.171.103,true,29-02-2024
PGMSB,WinAppServer3,54.77.6.145,false,01-06-2023
RND,WinAD4,200.145.230.78,false,05-03-2024
PGMSB,WinAppServer1,65.40.199.55,true,31-08-2024
PGMSB,WinAppServer3,10.112.49.95,false,17-11-2024
GICT,WinAppDB5,65.44.121.23,false,25-10-2024
GICT,WinAppServer1,195.241.68.94,false,22-04-2024
PGMSB,WinAD4,108.230.173.99,true,27-04-2024
PGMSB,WinAppServer1,0.244.22.35,false,09-04-2024
PGMSB,WinAppServer1,251.123.37.122,true,26-03-2023
GICT,WinAppServer1,54.11.120.12,false,21-06-2024
RND,WinAppServer10,192.201.199.132,false,05-01-2023
GICT,WinAppDB5,105.10.118.72,false,27-01-2024
RND,WinAppDB5,138.103.250.237,true,02-04-2024
PGMSB,WinAppServer1,212.201.91.127,true,05-01-2024
PGMSB,WinAppServer3,203.246.213.87,true,27-09-2023
RND,WinAppDB5,182.236.17.29,false,15-12-2023
GICT,WinAppServer10,197.232.237.145,true,26-06-2024
GICT,WinAppServer1,153.203.172.183,true,24-11-2023
RND,WinAppServer115,141.244.57.126,false,29-06-2024
RND,WinAppServer3,231.107.53.85,true,03-06-2024
GICT,WinAppServer10,4.126.9.224,true,05-08-2024
PGMSB,WinAppServer3,213.110.233.239,true,16-06-2024
GICT,WinAD4,180.15.164.178,true,26-11-2024
GICT,WinAD4,129.235.244.133,false,03-06-2024
PGMSB,WinAppServer115,70.212.101.248,false,12-09-2023
PGMSB,WinAppServer10,145.134.94.1,true,27-10-2023
GICT,WinAppServer10,30.176.126.77,false,25-10-2024
PGMSB,WinAppDB5,25.70.243.47,true,11-12-2023
PGMSB,WinAppServer3,225.211.126.136,false,13-06-2024
RND,WinAppServer10,40.223.26.235,true,10-03-2024
PGMSB,WinAppServer1,101.235.186.242,false,22-07-2023
PGMSB,WinAppServer1,175.100.82.140,true,05-03-2023
PGMSB,WinAppServer3,180.84.108.141,true,31-05-2023
GICT,WinAD4,137.139.7.217,true,28-04-2024
PGMSB,WinAD4,69.101.238.170,true,01-12-2024
GICT,WinAppServer3,130.60.170.124,true,21-07-2024
PGMSB,WinAppDB5,85.99.197.11,false,18-02-2024
RND,WinAppServer3,115.210.88.181,true,31-12-2023
GICT,WinAppServer3,107.38.245.195,false,30-07-2024
RND,WinAppServer115,89.158.126.119,true,12-05-2024
GICT,WinAD4,175.53.169.177,false,21-11-2023
GICT,WinAD4,243.230.91.235,true,16-04-2023
GICT,WinAppServer3,252.54.50.69,true,17-02-2024
PGMSB,WinAppServer1,207.163.253.16,true,22-07-2024
RND,WinAppServer3,51.67.15.144,true,12-02-2024
PGMSB,WinAppDB5,162.182.185.61,false,27-05-2024
GICT,WinAppServer10,166.50.166.155,false,12-06-2023
GICT,WinAppServer1,67.18.182.70,false,16-07-2024
RND,WinAppServer115,227.123.78.91,true,03-06-2024
GICT,WinAppServer10,173.7.46.171,true,28-08-2024
PGMSB,WinAppServer3,78.89.111.191,true,31-07-2024
RND,WinAppServer10,5.138.20.160,false,14-03-2024
PGMSB,WinAppServer115,21.174.69.199,true,21-03-2024
GICT,WinAD4,144.154.183.145,true,08-05-2024
GICT,WinAppServer10,166.243.14.208,true,16-09-2023
RND,WinAppServer3,210.232.214.111,false,27-06-2023
RND,WinAppServer10,58.19.67.110,true,07-04-2024
GICT,WinAD4,125.160.254.23,true,07-06-2023
GICT,WinAppDB5,11.117.40.199,false,13-07-2024
GICT,WinAppServer10,73.234.158.157,false,16-07-2024
RND,WinAppServer115,192.30.223.99,true,05-10-2023
GICT,WinAppServer10,30.158.36.204,true,01-05-2023
PGMSB,WinAppServer115,180.107.150.29,true,07-08-2023
PGMSB,WinAppServer3,126.87.191.36,true,18-01-2024
PGMSB,WinAppServer115,238.16.182.132,true,20-09-2023
PGMSB,WinAppServer1,199.248.16.9,false,10-08-2023
GICT,WinAppServer1,83.180.251.123,true,26-12-2024
PGMSB,WinAppServer3,128.190.216.82,true,04-07-2024
RND,WinAppServer3,52.31.236.92,false,29-04-2023
RND,WinAD4,167.69.187.234,false,24-01-2023
PGMSB,WinAD4,185.123.63.46,false,02-08-2023
PGMSB,WinAppServer1,156.223.179.180,false,10-04-2023
PGMSB,WinAD4,228.169.141.3,false,28-05-2023
PGMSB,WinAppDB5,24.202.234.80,false,19-05-2023
PGMSB,WinAppServer115,143.108.214.248,true,08-10-2023
PGMSB,WinAppServer115,94.210.64.219,true,28-07-2024
RND,WinAppServer1,147.27.118.191,false,29-08-2023
RND,WinAppDB5,164.21.7.183,true,16-06-2023
PGMSB,WinAppServer1,72.154.26.10,false,16-01-2024
PGMSB,WinAppServer3,242.66.199.149,true,08-04-2023
PGMSB,WinAD4,78.205.175.121,true,02-09-2023
PGMSB,WinAppServer1,145.4.44.91,true,25-04-2024
PGMSB,WinAD4,108.14.58.186,false,25-01-2024
GICT,WinAppServer3,112.147.17.23,true,05-11-2023
RND,WinAppServer115,52.108.36.11,false,14-04-2024
GICT,WinAppDB5,58.235.198.135,false,04-12-2024
GICT,WinAppServer3,84.182.175.32,false,29-04-2023
GICT,WinAppServer1,90.105.33.149,true,01-02-2024
GICT,WinAppServer1,86.224.14.152,false,29-05-2024
GICT,WinAD4,26.206.164.231,false,30-08-2024
PGMSB,WinAppServer10,72.211.88.242,true,21-08-2023
PGMSB,WinAppServer3,26.246.175.70,true,23-11-2023
GICT,WinAD4,197.227.0.45,true,06-06-2024
GICT,WinAppServer3,33.32.51.132,true,24-04-2024
GICT,WinAppServer115,188.237.81.232,false,14-05-2023
GICT,WinAppDB5,37.147.118.116,false,22-05-2024
PGMSB,WinAppServer3,205.58.101.38,false,30-01-2024
PGMSB,WinAD4,115.0.235.185,true,25-01-2023
PGMSB,WinAppServer3,184.137.58.130,true,25-02-2024
RND,WinAppServer1,133.138.113.179,true,04-02-2024
GICT,WinAppDB5,167.70.223.65,true,05-09-2023
RND,WinAppServer3,18.245.233.153,false,09-05-2023
GICT,WinAppServer1,45.178.243.58,false,18-08-2023
PGMSB,WinAD4,19.1.85.71,false,19-10-2023
GICT,WinAppServer1,13.56.213.208,true,23-08-2024
GICT,WinAppServer115,32.50.10.175,true,21-07-2024
GICT,WinAppServer1,28.21.97.14,true,04-07-2024
PGMSB,WinAD4,104.80.166.68,true,09-02-2023
GICT,WinAppServer115,168.67.48.8,false,29-02-2024
GICT,WinAppDB5,173.229.186.203,false,14-01-2024
PGMSB,WinAppServer1,211.138.114.246,false,14-01-2024
GICT,WinAppServer1,135.83.215.250,false,29-09-2024
GICT,WinAD4,29.96.2.247,false,15-02-2024
PGMSB,WinAppDB5,254.156.108.119,false,10-03-2024
PGMSB,WinAppServer10,254.196.185.111,false,12-07-2024
GICT,WinAppServer115,201.16.223.237,true,14-03-2023
PGMSB,WinAD4,10.21.109.114,false,31-01-2023
RND,WinAppServer115,44.176.23.189,true,25-08-2023
PGMSB,WinAppServer115,214.219.255.40,true,25-11-2024
GICT,WinAppServer10,97.125.70.80,true,07-01-2024
GICT,WinAppServer1,137.37.188.8,true,14-07-2024
PGMSB,WinAppServer115,55.57.193.86,true,13-06-2024
GICT,WinAppServer10,133.23.206.1,true,04-05-2023
RND,WinAD4,104.46.8.123,false,17-07-2023
GICT,WinAppServer1,178.183.140.201,false,13-01-2024
GICT,WinAppServer10,12.180.219.72,false,07-09-2024
GICT,WinAppServer10,97.11.196.99,true,11-02-2023
GICT,WinAppServer10,218.201.1.110,false,21-02-2023
GICT,WinAD4,56.216.165.156,true,13-12-2024
GICT,WinAppServer1,192.64.83.7,true,21-03-2024
PGMSB,WinAD4,24.166.0.192,true,19-06-2023
GICT,WinAppDB5,180.74.95.145,true,07-04-2023
RND,WinAppServer3,98.225.182.173,true,04-03-2023
GICT,WinAD4,201.204.251.22,true,09-10-2023
GICT,WinAppDB5,153.194.43.103,true,12-12-2024
GICT,WinAppServer115,126.93.43.84,false,28-04-2024
GICT,WinAppDB5,94.162.73.88,true,27-04-2023
GICT,WinAD4,135.123.101.87,true,15-04-2024
PGMSB,WinAD4,213.60.23.230,true,13-10-2024
PGMSB,WinAppServer115,185.156.101.153,false,14-09-2023
GICT,WinAppServer1,23.180.174.213,true,03-11-2024
PGMSB,WinAD4,68.51.234.58,false,07-08-2024
GICT,WinAD4,147.188.80.192,true,27-12-2024
RND,WinAppDB5,32.65.68.94,false,06-06-2023
PGMSB,WinAppServer10,196.165.226.67,true,09-08-2023
GICT,WinAppDB5,214.5.49.100,true,28-10-2023
GICT,WinAppDB5,240.28.152.112,false,10-07-2023
GICT,WinAD4,248.116.240.35,true,07-06-2023
GICT,WinAppServer3,163.43.92.57,false,20-12-2024
PGMSB,WinAppServer3,112.197.216.83,false,23-04-2023
GICT,WinAD4,127.182.128.29,false,29-05-2024
PGMSB,WinAppServer1,225.174.242.200,true,19-01-2024
RND,WinAppServer3,40.215.64.3,false,24-03-2023
RND,WinAppServer10,60.73.232.111,false,29-01-2024
RND,WinAppServer115,32.98.187.209,true,20-11-2024
RND,WinAppServer115,2.106.96.25,false,15-01-2024
RND,WinAppServer115,138.149.184.3,true,08-11-2023
PGMSB,WinAppServer1,182.246.150.77,true,19-06-2023
PGMSB,WinAppDB5,44.219.83.140,true,30-09-2024
PGMSB,WinAppServer3,178.171.233.143,false,08-12-2023
GICT,WinAppServer115,164.212.37.19,true,31-10-2024
GICT,WinAD4,91.205.135.120,true,24-02-2023
RND,WinAppServer3,71.206.179.240,true,18-11-2024
GICT,WinAppServer3,61.193.118.151,false,25-07-2024
PGMSB,WinAppDB5,216.21.130.42,false,09-07-2023
GICT,WinAD4,159.49.159.186,false,22-08-2023
GICT,WinAppServer3,101.123.53.216,true,18-09-2023
PGMSB,WinAppServer10,148.115.125.116,true,06-12-2024
GICT,WinAD4,152.17.9.245,false,25-05-2024
PGMSB,WinAppServer3,10.82.116.90,true,31-07-2023
RND,WinAppDB5,97.152.56.114,false,20-08-2024
PGMSB,WinAD4,214.115.181.78,true,12-12-2024
PGMSB,WinAppServer115,79.210.13.83,true,03-06-2024
GICT,WinAD4,237.35.41.150,true,15-07-2023
PGMSB,WinAppServer115,250.9.51.148,true,05-10-2023
GICT,WinAppDB5,237.188.200.47,false,03-09-2023
GICT,WinAppServer3,81.22.20.240,false,04-04-2023
GICT,WinAppServer3,19.32.63.2,false,12-01-2024
GICT,WinAppServer3,212.142.245.90,true,08-10-2024
GICT,WinAppServer10,10.171.62.151,true,03-03-2024
GICT,WinAppServer115,134.8.158.96,true,23-12-2023
PGMSB,WinAppDB5,115.145.104.119,false,14-01-2024
GICT,WinAD4,92.184.50.212,true,03-12-2023
GICT,WinAppDB5,85.214.178.17,false,11-02-2024
GICT,WinAppServer1,187.198.60.144,false,08-01-2023
PGMSB,WinAD4,43.107.186.194,false,01-08-2024
PGMSB,WinAppDB5,125.246.243.222,true,24-06-2023
GICT,WinAppServer3,128.112.32.105,false,21-10-2024
RND,WinAppServer3,210.54.198.99,false,04-10-2024
GICT,WinAD4,239.50.200.148,false,05-02-2024
RND,WinAppServer10,246.202.200.52,true,26-02-2024
GICT,WinAD4,1.55.201.133,false,11-05-2023
GICT,WinAppServer3,79.228.243.33,false,19-10-2024
GICT,WinAppServer10,169.208.55.35,false,27-03-2023
RND,WinAppServer3,82.15.110.199,false,18-08-2023
